"site_id_unique","timeset","x","y","dataset","dclass","waterlog.30","waterlog.50","waterlog.100","ph.0.10","ph.10.30","ph.30.50","ph.50.100"
"4_125-Hh-074","d1979_2010_field",2610788,1209171,"calibration","moderate",0,1,1,6.3,6.34712810462011,6.55548953255469,6.8
"4_125-Hh-075","d1979_2010",2611178,1209351,"validation","poor",1,1,1,5.2,5.3245951332275,5.5,6.6
"4_125-Hh-076","d1979_2010",2610322,1206188,"validation","well",0,0,1,7.1,7.25548953255469,7.5,7.55720004928893
"4_125-Hh-077",NA,2610047,1206295,"calibration","well",0,0,0,NA,NA,NA,NA
"4_125-Hh-078",NA,2609935,1206144,"calibration","well",0,0,0,NA,NA,NA,NA
"4_125-Hh-079","d1979_2010",2609959,1209269,"validation","poor",1,1,1,6.3,5.98169894759789,5.7,6.18668945109601
"4_125-Hh-080",NA,2609764,1208887,"calibration","poor",1,1,1,NA,NA,NA,NA
"4_125-Hh-081","d1979_2010_field",2608681,1208569,"calibration","well",0,0,0,5.9,5.9,5.98858739286964,6.15720004928893
"4_125-Hh-082","d1979_2010_field",2609194,1206146,"calibration","poor",0,1,1,6.3,6.37275995715463,6.6,6.6
"4_125-Hh-083",NA,2609477,1206399,"calibration","well",0,0,0,NA,NA,NA,NA
"4_125-Hh-084","d1979_2010_field",2609016,1206334,"validation","well",0,0,0,6.6,6.69665228498981,6.9,7.4
"4_125-Hh-085","d1979_2010_field",2608811,1206517,"validation","well",0,0,0,5.5,5.342038844361,5.24712810462011,5.2
"4_125-Hh-086","d1979_2010_field",2608584,1206583,"calibration","well",0,0,0,5.7,5.64712810462011,5.5,5.5
"4_125-Hh-087","d1979_2010_field",2608217,1206604,"calibration","well",0,0,0,5.3,5.45548953255469,5.8,NA
"4_125-Hh-088","d1979_2010_field",2608570,1206879,"calibration","well",0,0,0,5.6,5.68858739286964,5.8,5.8
"4_125-Hh-089","d1979_2010_field",2609055,1207045,"calibration","moderate",0,0,1,5.3,5.342038844361,5.5,5.6
"4_125-Hh-090","d1979_2010_field",2609148,1207464,"calibration","well",0,0,0,5.3,5.3,5.22292509377807,5.2
"4_125-Hh-091","d1979_2010",2609273,1207335,"calibration","well",0,0,0,6.1,6.18858739286964,6.3,6.3
"4_125-Hh-092","d1979_2010_field",2609415,1207418,"calibration","well",0,0,0,5.1,5.1,5.1,5.16751113456402
"4_125-Hh-093","d1979_2010_field",2608970,1207582,"calibration","moderate",0,1,1,6.2,6.2,NA,NA
"4_125-Hh-094","d1979_2010_field",2609304,1208022,"calibration","well",0,0,0,5.5,5.5,6,6.4
"4_125-Hh-095","d1979_2010_field",2609357,1207951,"calibration","well",0,0,0,5.5,5.58858739286964,5.7,5.7
"4_125-Hh-096","d1979_2010_field",2609499,1208018,"calibration","well",0,0,0,5.5,5.3245951332275,5.2,4.9
"4_125-Hh-097","d1979_2010_field",2609463,1208257,"calibration","well",0,0,0,5.4,5.28858739286964,5.2,5.2
"4_125-Hh-098","d1979_2010_field",2609615,1208516,"calibration","well",0,0,0,5.4,5.5245951332275,5.7,6
"4_125-Hh-099","d1979_2010",2609732,1208582,"calibration","well",0,0,0,5.2,5.27082291966543,5.6,5.67807299314909
"4_135-Hh-0119","d1979_2010",2610127,1204931,"validation","well",0,0,0,5.8,5.8,5.8,5.81633054062624
"4_144-Jn-0467","d1979_2010_field",2580573,1211836,"validation","well",0,0,0,6.2,6.27275995715463,6.50350169216891,6.65570419654341
"4_144-Jn-0468","d1979_2010",2580706,1211903,"calibration","well",0,0,1,6.7,6.78858739286964,6.94712810462011,7.03728445895502
"4_144-Jn-0469","d1979_2010_field",2580855,1212188,"validation","well",0,0,0,6.4,6.442038844361,6.68858739286964,6.8
"4_144-Jn-0470","d1979_2010_field",2581070,1212017,"calibration","well",0,0,0,6.9,6.87275995715463,6.77275995715463,6.7
"4_144-Jn-0471",NA,2581187,1211862,"calibration","poor",1,1,1,NA,NA,NA,NA
"4_144-Nk-011","d1979_2010",2581408,1213175,"calibration","well",0,0,0,6.2,6.3245951332275,6.58858739286964,6.7
"4_144-Nk-012","d1979_2010_field",2581428,1213005,"calibration","well",0,0,1,5.9,6.05548953255469,6.3,6.37897505139877
"4_144-Nk-013","d1979_2010",2582253,1213281,"calibration","well",0,0,0,6.6,6.65784465509681,6.99697431622037,7.76761213654235
"4_144-Nk-014","d1979_2010",2582390,1213478,"validation","well",0,0,0,6.8,6.87082291966543,7.29697431622037,7.96386565013369
"4_144-Nk-015","d1979_2010_field",2582533,1213187,"calibration","well",0,0,0,6,6.05784465509681,6.38858739286964,6.5
"4_144-Nk-016","d1979_2010_field",2582649,1213569,"validation","well",0,0,1,5.7,5.72292509377807,5.8,5.95446023412151
"4_144-Nk-017","d1979_2010_field",2583056,1213896,"validation","moderate",0,0,1,6.2,5.69001782210786,5.67275995715463,5.71633054062624
"4_144-Nk-018","d1979_2010_field",2582613,1212770,"calibration","well",0,0,0,6.1,6.15784465509681,6.5245951332275,6.7
"4_144-Nk-019","d1979_2010",2582824,1213336,"calibration","moderate",0,1,1,6.4,6.5245951332275,6.78858739286964,7.00869987651923
"4_144-Nk-021","d1979_2010_field",2583173,1213485,"calibration","well",0,0,0,6,6.26075973066439,6.4,6.48858739286964
"4_144-Nk-022","d1979_2010_field",2583441,1213566,"calibration","poor",1,1,1,5.8,6.00370720195529,6.4,6.4
"4_144-Nk-023","d1979_2010_field",2583775,1213538,"calibration","well",0,0,0,6.3,6.45548953255469,6.77275995715463,6.8
"4_144-Nk-024","d1979_2010_field",2584025,1213952,"calibration","well",0,0,0,5.8,5.8,6.11231872844697,6.51790650257791
"4_144-Nk-025","d1979_2010_field",2583562,1212939,"calibration","well",0,0,0,6,6.04712810462011,6.12292509377807,6.21824224046031
"4_144-Nk-027","d1979_2010_field",2584194,1213748,"calibration","well",0,0,0,5.8,5.98169894759789,6.59697431622037,7.2
"4_144-Nk-028","d1979_2010_field",2583960,1212989,"calibration","well",0,0,0,5.8,5.9245951332275,6.36075973066439,6.5
"4_144-Nk-029","d1979_2010_field",2584237,1213436,"calibration","well",0,0,0,5.8,5.88858739286964,6.04712810462011,6.11824224046031
"4_144-Nk-030","d1979_2010_field",2582968,1212304,"calibration","poor",0,0,1,6,6.08858739286964,6.0245951332275,5.8297892048777
"4_144-Nk-031",NA,2583935,1213486,"calibration","well",0,0,0,NA,NA,NA,NA
"4_144-Nk-032",NA,2583828,1213334,"calibration","well",0,0,0,NA,NA,NA,NA
"4_144-Nk-033",NA,2583853,1213424,"calibration","well",0,0,0,NA,NA,NA,NA
"4_145-Aa-028","d1979_2010_field",2590572,1211766,"validation","well",0,0,0,5.6,5.64712810462011,5.74712810462011,5.83329922358877
"4_145-Aa-029","d1979_2010",2590428,1211830,"calibration","well",0,0,0,5.4,5.55548953255469,5.8,6.03728445895502
"4_145-Aa-030","d1979_2010_field",2590385,1211765,"calibration","moderate",0,0,1,5.5,5.5,5.65446023412151,5.8
"4_145-Ga-064","d1979_2010",2589462,1212328,"calibration","well",0,0,0,6.3,6.05784465509681,5.91360934262179,6.11488614813459
"4_145-Ga-065",NA,2589564,1212196,"calibration","well",0,0,0,NA,NA,NA,NA
"4_145-Ga-067","d1979_2010_field",2589845,1211810,"validation","poor",0,0,1,6.4,6.65879440517681,6.7,6.83329922358877
"4_145-Ga-068","d1979_2010_field",2590484,1211960,"calibration","well",0,0,1,6.1,6.1,6.20869987651923,6.3
"4_1001-Be-102",NA,2607081,1210467,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1001-Be-103",NA,2607670,1211370,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1001-Be-105",NA,2607039,1211246,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1001-Be-106",NA,2606487,1210260,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_1012-Be-199",NA,2588473,1205643,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1012-Be-200",NA,2588234,1205213,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1012-Be-201",NA,2588291,1205145,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1012-Be-202",NA,2588825,1205147,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1012-Be-203",NA,2589387,1204730,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1012-Be-204",NA,2589017,1204822,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1012-Be-205",NA,2588901,1204383,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1012-Be-206",NA,2587916,1204351,"calibration","well",0,0,1,NA,NA,NA,NA
"4_1012-Be-209",NA,2587748,1204115,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1012-Be-210",NA,2587102,1204432,"calibration","well",0,0,1,NA,NA,NA,NA
"4_1012-Be-211",NA,2587620,1204826,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-Be-245",NA,2588033,1206543,"calibration","moderate",0,1,1,NA,NA,NA,NA
"4_1015-Be-246",NA,2587702,1206298,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-Be-247",NA,2587252,1206208,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-BE-248",NA,2586883,1206262,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-Be-249",NA,2587978,1205450,"calibration","moderate",0,0,1,NA,NA,NA,NA
"4_1015-Be-250",NA,2587002,1205634,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-Be-251",NA,2586791,1205468,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-Be-252",NA,2586696,1205368,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-Be-253",NA,2586423,1204984,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-Be-254",NA,2586049,1204867,"calibration","well",0,0,1,NA,NA,NA,NA
"4_1015-Be-255",NA,2585529,1205665,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-Be-256",NA,2585470,1205662,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1015-Be-257",NA,2585444,1205689,"calibration","well",1,1,1,NA,NA,NA,NA
"4_1015-Be-258",NA,2585811,1206103,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1020-Be-310",NA,2597723,1205787,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1020-Be-311",NA,2607172,1209978,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1020-Be-325",NA,2579268,1205603,"calibration","well",0,0,1,NA,NA,NA,NA
"4_1020-Be-326",NA,2589848,1209222,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1020-Be-328",NA,2589503,1211867,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1021-Be-332",NA,2601747,1204216,"calibration","well",0,0,1,NA,NA,NA,NA
"4_1023-Be-333",NA,2577702,1206341,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1023-Be-334",NA,2577809,1206418,"calibration","well",0,0,1,NA,NA,NA,NA
"4_1023-Be-335",NA,2577773,1206341,"calibration","well",0,0,1,NA,NA,NA,NA
"4_1023-Be-336",NA,2577764,1206482,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1023-Be-337",NA,2577851,1206495,"calibration","well",0,0,1,NA,NA,NA,NA
"4_1026-Be-338",NA,2580050,1212130,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1026-Be-339",NA,2580130,1212045,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1026-Be-340",NA,2579980,1211970,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1026-Be-341",NA,2580095,1211870,"calibration","well",0,0,0,NA,NA,NA,NA
"4_1026-Be-342",NA,2579940,1211830,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47-Jm-122","d1968_1974_field",2603669,1208028,"calibration",NA,0,0,0,6.3,6.3,NA,6.6
"4_47-Jm-123","d1968_1974_field",2603822,1208096,"calibration",NA,0,0,0,6.3,6.3,6.36751113456402,6.4
"4_47a-Ga-050",NA,2598280,1212361,"calibration",NA,0,0,1,NA,NA,NA,NA
"4_35-In-143","d1968_1974_field",2573702,1207272,"calibration",NA,0,0,1,7.2,7.28858739286964,7.4,7.43728445895503
"4_47-Jm-096","d1968_1974_field",2602029,1208987,"calibration",NA,0,0,0,5.9,5.9,6.4,6.4581877161864
"4_47-Jm-054","d1968_1974_field",2600858,1209878,"calibration",NA,0,0,0,5.9,5.9,6.5,6.37992515557001
"4_47-Jm-055","d1968_1974_field",2600810,1209733,"calibration",NA,0,0,0,6.6,6.6,5.7,5.7
"4_47-Jm-099","d1968_1974_field",2602195,1209406,"calibration",NA,0,0,0,6.3,6.3,6.7,6.7
"4_47-Jm-057","d1968_1974_field",2601009,1209535,"calibration",NA,0,0,0,6.2,6.24712810462011,6.4407307683263,6.5
"4_47-Jm-114","d1968_1974_field",2602880,1208693,"calibration",NA,0,0,0,5.7,5.7,6,6.03728445895502
"4_35-In-150","d1968_1974_ptf",2573856,1206641,"calibration",NA,0,0,0,7.2776253935758,7.43367335321804,7.72179905683321,7.93803882926919
"4_47-Ga-006","d1968_1974_field",2599338,1210082,"calibration",NA,0,0,0,6.3,6.3,6.5,6.5
"4_47-Jm-061","d1968_1974_field",2601683,1209816,"calibration",NA,0,0,0,6.3,6.35095795704569,6.25527837409449,6
"4_47-Jm-105","d1968_1974_field",2602541,1209201,"calibration",NA,0,0,0,6.5,6.5,6.7,6.36576236174441
"4_47-Ga-009","d1968_1974_field",2599665,1210136,"calibration",NA,0,0,0,5.7,5.7,5.8,5.8
"4_47-Jm-064","d1968_1974_field",2601373,1209517,"calibration",NA,0,0,0,6.2,6.2,5.6,5.65720004928893
"4_35-In-156","d1968_1974_field",2575036,1207391,"calibration",NA,0,0,0,6.9,6.9,6.9,6.97807299314909
"4_47-Jm-066","d1968_1974_field",2601896,1209642,"calibration",NA,0,0,0,6.4,6.4,6.6,6.67593997265109
"4_47-Jm-068","d1968_1974_field",2601578,1209437.00000001,"calibration",NA,0,0,0,6.2,6.2,5.9,5.9
"4_47-Ga-027","d1968_1974_field",2600045,1210044,"calibration",NA,0,0,0,6.8,6.8,7.4,7.46936525217336
"4_47-Jm-070","d1968_1974_field",2601812,1209408,"calibration",NA,0,0,0,5.6,5.6,5.8,5.84712810462011
"4_47-Jm-113","d1968_1974_field",2602963,1208913,"calibration",NA,0,0,0,5.3,5.3,5.6,5.7245951332275
"4_47-Ga-016","d1968_1974_field",2600074,1210637,"calibration",NA,0,0,0,6.2,6.2,6,6.09665228498981
"4_47-Jm-102","d1968_1974_field",2602415,1209400.99999999,"calibration",NA,0,0,0,5.6,5.6,5.6,5.15460707659964
"4_47-Jm-103","d1968_1974_field",2602314,1209115,"calibration",NA,0,0,0,6.1,5.84564292589211,5.8,6.08526318656403
"4_47-Ga-019","d1968_1974_field",2600291,1210196,"calibration",NA,0,0,0,6,NA,NA,5.71283660936628
"4_47-Jm-121","d1968_1974_field",2603367,1208193,"calibration",NA,0,0,0,6.4,6.4,6,6
"4_47-Jm-106","d1968_1974_field",2602977,1209375,"calibration",NA,0,0,0,6.3,6.3,6.4,6.41085314245066
"4_47-Ga-022","d1968_1974_field",2600468,1209967,"calibration",NA,0,0,0,5.8,5.48169894759789,5.3,5.35095795704569
"4_47-Jm-065","d1968_1974_field",2601727,1209576,"calibration",NA,0,0,0,5.8,5.8,5.8,5.8
"4_47-Jm-108","d1968_1974_field",2602618,1209021,"calibration",NA,0,0,0,6.4,6.4,6.2,6.22956709403864
"4_47-Ga-025","d1968_1974_field",2599903,1209961,"calibration",NA,0,0,0,5.9,5.9,NA,NA
"4_47-Ga-013","d1968_1974_field",2599847,1210360,"calibration",NA,0,0,0,6,5.68195360292547,5.6,6.0306278928316
"4_47-Ga-018","d1968_1974_field",2600241,1210281,"calibration",NA,0,0,0,5.8,6.0333472456648,6.1,6.11824224046031
"4_47-Ga-015","d1968_1974_field",2599899,1210511,"calibration",NA,0,0,0,6.4,6.4,6.3,6.31633054062624
"4_47-Ga-020","d1968_1974_field",2600500,1210175,"calibration",NA,0,0,0,5.7,6.18572930747161,6.5,6.3
"4_47-Jm-115","d1968_1974_field",2602749,1208606,"calibration",NA,0,0,0,6.2,6.2,5.8,5.92548861518971
"4_47-Jm-110","d1968_1974_field",2602478,1208790,"calibration",NA,0,0,0,5.7,5.7,NA,6.1
"4_47-Jm-107","d1968_1974_field",2602907,1209151,"calibration",NA,0,0,0,5.9,5.9,5.5,5.57552433586249
"4_47-Ga-023","d1968_1974_field",2599933,1210172,"calibration",NA,0,0,0,6.8,7.1,7.32202024601141,7.8
"4_47-Ga-034","d1968_1974_field",2600178,1209644,"calibration",NA,0,0,0,6.7,6.7,6.2,6.23728445895502
"4_47-Ga-031","d1968_1974_field",2600116,1209754,"calibration",NA,0,0,0,6.8,6.8,6.1,6.12765899164598
"4_47-Jm-112","d1968_1974_field",2602858,1208928,"calibration",NA,0,0,0,5.7,5.7,5.5,5.5
"4_47-Ga-024","d1968_1974_field",2599971,1210060,"calibration",NA,0,0,0,6.7,6.7,NA,7.05102363931997
"4_1020-Be-321",NA,2593517,1203583,"calibration",NA,0,0,0,NA,NA,NA,NA
"4_1020-Be-319",NA,2596305,1204243.99999999,"calibration",NA,0,0,0,NA,NA,NA,NA
